113						
0.7	0.5	0.15	3.5	0.01	-0.183	0.016
0.7	0.5	0.15	3.5	0.01	-0.183	0.086
0.7	0.5	0.15	3.5	0.01	0.016	0.086
0.7	0.1	0.	5.38	0.01	-0.066	0.025
0.7	0.1	0.	5.38	0.01	-0.066	0.305
0.7	0.1	0.	5.38	0.01	0.025	0.305
0.7	0.5	0.	2.	0.01	-1.202	-0.113
0.7	0.5	0.	2.	0.01	-1.202	0.138
0.7	0.5	0.	2.	0.01	-0.113	0.138
0.7	0.5	-0.1	1.57	0.01	-0.508	-0.013
0.7	0.5	-0.1	1.57	0.01	-0.508	0.013
0.7	0.5	-0.1	1.57	0.01	-0.013	0.013
0.7	0.5	0.1	1.35	0.01	-0.082	0.075
0.7	0.5	0.1	1.35	0.01	-0.082	1.121
0.7	0.5	0.1	1.35	0.01	0.075	1.121
0.65	0.1	0.52	5.	0.01	-0.291	0.871
0.65	0.1	0.52	5.	0.01	-0.291	0.879
0.65	0.1	0.52	5.	0.01	0.871	0.879
0.7	0.5	-0.35	1.5	0.01	-1.017	-0.975
0.7	0.5	-0.35	1.5	0.01	-1.017	0.015
0.7	0.5	-0.35	1.5	0.01	-0.975	0.015
0.7	0.5	0.8	4.	0.01	0.045	0.552
0.7	0.5	0.8	4.	0.01	0.045	0.605
0.7	0.5	0.8	4.	0.01	0.552	0.605
0.7	0.1	0.1	4.6	0.01	-0.208	-0.007
0.7	0.1	0.1	4.6	0.01	-0.208	0.149
0.7	0.1	0.1	4.6	0.01	-0.007	0.149
0.7	0.5	-0.2	1.4	0.01	-0.516	0.031
0.7	0.5	-0.2	1.4	0.01	-0.516	1.129
0.7	0.5	-0.2	1.4	0.01	0.031	1.129
0.7	0.5	0.3	1.93	0.01	-1.119	0.106
0.7	0.1	0.25	5.3	0.01	-0.102	0.914
0.7	0.5	1.12	3.2	0.01	-0.326	-0.095
0.7	0.1	0.75	4.6	0.01	-0.743	0.032
0.7	0.1	0.75	4.6	0.01	-0.743	0.54
0.7	0.1	0.75	4.6	0.01	0.032	0.54
0.9	0.03	-0.15	2.	0.01	-0.277	0.066
0.9	0.03	-0.15	2.	0.01	-0.277	0.09
0.9	0.03	-0.15	2.	0.01	0.066	0.09
0.9	0.03	-0.1	1.6	0.01	-0.151	-0.122
0.9	0.03	-0.1	1.6	0.01	-0.151	0.112
0.9	0.03	-0.1	1.6	0.01	-0.122	0.112
0.9	0.03	-0.2	2.3	0.01	-0.472	0.01
0.9	0.03	-0.2	2.3	0.01	-0.472	0.04
0.9	0.03	-0.2	2.3	0.01	0.01	0.04
1.5	0.5	0.1	3.2	0.01	-0.459	-0.325
1.5	0.5	0.1	3.2	0.01	-0.459	0.632
1.5	0.5	0.1	3.2	0.01	-0.325	0.632
1.5	0.5	0.	3.	0.01	-0.446	-0.348
1.5	0.5	0.	3.	0.01	-0.446	0.656
1.5	0.5	0.	3.	0.01	-0.348	0.656
0.9	0.03	-0.26	1.65	0.01	-0.222	0.167
0.9	0.03	-0.26	1.65	0.01	-0.222	0.194
0.9	0.03	-0.26	1.65	0.01	0.167	0.194
1.5	0.5	0.3	2.8	0.01	0.314	0.782
1.5	0.5	0.3	2.8	0.01	0.588	0.782
0.9	0.03	-0.3	1.8	0.01	-0.285	0.129
0.9	0.03	-0.3	1.8	0.01	-0.285	0.142
0.9	0.03	-0.3	1.8	0.01	0.129	0.142
1.5	0.5	0.3	2.9	0.01	-0.491	0.392
1.5	0.5	0.3	2.9	0.01	-0.491	0.562
1.5	0.5	0.3	2.9	0.01	0.392	0.562
1.5	0.5	0.25	2.75	0.01	0.208	0.738
1.5	0.5	0.25	2.75	0.01	0.668	0.738
1.5	0.5	0.35	2.2	0.01	0.06	0.646
1.5	0.5	0.35	2.2	0.01	0.538	0.646
1.5	0.5	0.25	2.5	0.01	-0.458	0.096
1.5	0.5	0.25	2.5	0.01	-0.458	0.587
1.5	0.5	0.25	2.5	0.01	0.096	0.587
1.5	0.5	0.25	2.	0.01	-0.041	0.296
1.5	0.5	0.25	2.	0.01	-0.041	0.472
1.5	0.5	0.25	2.	0.01	0.296	0.472
1.5	0.5	0.7	1.5	0.01	-0.08	-0.016
1.5	0.5	0.7	1.5	0.01	-0.08	0.346
1.5	0.5	0.7	1.5	0.01	-0.016	0.346
1.5	0.5	0.45	4.6	0.01	-0.409	-0.049
1.5	0.5	0.45	4.6	0.01	-0.409	0.277
1.5	0.5	0.45	4.6	0.01	-0.049	0.277
1.5	0.5	0.33	3.2	0.01	-0.367	0.652
0.9	0.1	-0.45	1.65	0.01	-0.466	-0.001
0.9	0.1	-0.45	1.65	0.01	-0.466	0.372
0.9	0.1	-0.45	1.65	0.01	-0.001	0.372
2.2	0.5	0.1	3.	0.01	0.746	1.069
2.2	0.5	0.1	3.	0.01	0.746	1.189
2.2	0.5	0.1	3.	0.01	1.069	1.189
2.2	0.5	0.35	2.9	0.01	1.073	1.142
2.2	0.5	0.35	2.9	0.01	1.073	1.287
2.2	0.5	0.35	2.9	0.01	1.142	1.287
2.2	0.5	0.4	2.8	0.01	0.985	1.169
2.2	0.5	0.4	2.8	0.01	0.985	1.215
2.2	0.5	0.4	2.8	0.01	1.169	1.215
2.2	0.5	1.05	2.	0.01	0.394	0.563
2.2	0.5	1.05	2.	0.01	0.394	0.657
2.2	0.5	1.05	2.	0.01	0.563	0.657
2.2	0.5	0.45	2.7	0.01	-0.675	0.896
2.2	0.5	0.45	2.7	0.01	-0.675	1.107
2.2	0.5	0.45	2.7	0.01	0.896	1.107
2.2	0.5	1.	1.9	0.01	0.3	0.398
2.2	0.5	1.	1.9	0.01	0.3	0.526
2.2	0.5	1.	1.9	0.01	0.398	0.526
2.2	0.5	1.23	1.6	0.01	-0.17	0.018
2.2	0.5	1.23	1.6	0.01	-0.17	0.053
2.2	0.5	1.23	1.6	0.01	0.018	0.053
2.2	0.5	0.35	2.7	0.01	-0.667	0.745
2.2	0.5	0.35	2.7	0.01	-0.667	1.146
2.2	0.5	0.35	2.7	0.01	0.745	1.146
2.2	0.5	0.05	2.95	0.01	-0.645	0.231
2.2	0.5	0.05	2.95	0.01	-0.645	1.201
2.2	0.5	0.05	2.95	0.01	0.231	1.201
2.2	0.5	0.35	3.	0.01	-0.69	1.154
1.8	0.03	1.	2.3	0.01	-0.084	0.72
1.8	0.03	1.	2.3	0.01	-0.084	0.889
1.8	0.03	1.	2.3	0.01	0.72	0.889
